ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,64,149,0
1,1,365,16222,80,140,0
2,2,730,16160,92,154,0
3,3,1095,16101,85,144,0
4,4,1460,16048,109,162,0
5,5,1825,15993,101,156,0
6,6,2190,15923,87,157,0
7,7,2555,15856,92,159,0
8,8,2920,15802,97,151,0
9,9,3285,15719,92,175,0
10,10,3650,15678,114,155,0
11,11,4015,15666,119,131,0
12,12,4380,15602,114,178,0
13,13,4745,15570,112,144,0
14,14,5110,15523,131,178,0
15,15,5475,15507,141,157,0
16,16,5840,15459,139,187,0
17,17,6205,15405,131,185,0
18,18,6570,15375,153,183,0
19,19,6935,15333,146,188,0
20,20,7300,15294,149,188,0
