ind,time,age,male,female
0,0,0,17,20
1,0,1,126,127
2,0,2,122,118
3,0,3,150,157
4,0,4,148,149
5,0,5,164,138
6,0,6,154,171
7,0,7,157,146
8,0,8,151,141
9,0,9,159,132
10,0,10,147,129
11,0,11,149,142
12,0,12,144,158
13,0,13,149,158
14,0,14,143,133
15,0,15,149,133
16,0,16,142,155
17,0,17,130,132
18,0,18,120,146
19,0,19,149,136
20,0,20,133,138
21,0,21,69,87
22,0,22,87,48
23,0,23,77,85
24,0,24,85,89
25,0,25,98,89
26,0,26,100,90
27,0,27,94,103
28,0,28,97,108
29,0,29,109,81
30,0,30,85,90
31,0,31,93,126
32,0,32,84,117
33,0,33,115,91
34,0,34,102,97
35,0,35,100,98
36,0,36,107,131
37,0,37,110,98
38,0,38,96,119
39,0,39,131,103
40,0,40,98,115
41,0,41,108,104
42,0,42,100,110
43,0,43,113,99
44,0,44,87,98
45,0,45,94,112
46,0,46,107,108
47,0,47,80,105
48,0,48,88,105
49,0,49,82,86
50,0,50,96,94
51,0,51,150,132
52,0,52,116,142
53,0,53,139,123
54,0,54,128,124
55,0,55,122,100
56,0,56,120,101
57,0,57,98,91
58,0,58,91,98
59,0,59,93,87
60,0,60,89,70
61,0,61,92,59
62,0,62,72,73
63,0,63,75,72
64,0,64,69,56
65,0,65,66,72
66,0,66,65,63
67,0,67,61,61
68,0,68,68,47
69,0,69,53,47
70,0,70,63,64
71,0,71,54,62
72,0,72,38,59
73,0,73,38,40
74,0,74,56,47
75,0,75,30,34
76,0,76,36,43
77,0,77,28,26
78,0,78,29,31
79,0,79,20,26
80,0,80,26,30
81,0,81,12,15
82,0,82,22,18
83,0,83,13,16
84,0,84,19,15
85,0,85,14,15
86,0,86,13,8
87,0,87,17,11
88,0,88,10,5
89,0,89,7,15
90,0,90,9,8
91,0,91,5,12
92,0,92,10,2
93,0,93,4,9
94,0,94,3,10
95,0,95,6,6
96,0,96,7,8
97,0,97,4,4
98,0,98,3,3
99,0,99,0,2
100,0,100,0,1
101,0,101,0,0
102,1,0,12,15
103,1,1,17,20
104,1,2,126,127
105,1,3,122,118
106,1,4,150,157
107,1,5,148,149
108,1,6,164,138
109,1,7,154,171
110,1,8,157,146
111,1,9,151,141
112,1,10,159,132
113,1,11,147,129
114,1,12,149,142
115,1,13,144,158
116,1,14,149,158
117,1,15,143,133
118,1,16,149,133
119,1,17,142,155
120,1,18,130,132
121,1,19,119,146
122,1,20,149,136
123,1,21,133,138
124,1,22,69,86
125,1,23,87,48
126,1,24,77,85
127,1,25,85,89
128,1,26,98,89
129,1,27,100,90
130,1,28,94,103
131,1,29,97,108
132,1,30,109,81
133,1,31,84,90
134,1,32,93,126
135,1,33,84,117
136,1,34,115,91
137,1,35,102,96
138,1,36,100,98
139,1,37,107,131
140,1,38,110,98
141,1,39,96,118
142,1,40,131,103
143,1,41,97,115
144,1,42,107,104
145,1,43,99,110
146,1,44,113,99
147,1,45,87,98
148,1,46,94,112
149,1,47,107,108
150,1,48,79,105
151,1,49,87,104
152,1,50,82,86
153,1,51,95,94
154,1,52,150,132
155,1,53,115,142
156,1,54,139,123
157,1,55,126,123
158,1,56,121,100
159,1,57,119,100
160,1,58,98,91
161,1,59,91,97
162,1,60,92,87
163,1,61,88,68
164,1,62,92,59
165,1,63,72,72
166,1,64,74,71
167,1,65,68,55
168,1,66,64,71
169,1,67,65,63
170,1,68,60,60
171,1,69,68,46
172,1,70,51,46
173,1,71,59,63
174,1,72,52,61
175,1,73,37,56
176,1,74,37,37
177,1,75,52,47
178,1,76,29,34
179,1,77,34,42
180,1,78,24,24
181,1,79,25,28
182,1,80,16,25
183,1,81,21,26
184,1,82,11,14
185,1,83,19,17
186,1,84,11,14
187,1,85,17,14
188,1,86,13,13
189,1,87,12,7
190,1,88,14,8
191,1,89,7,4
192,1,90,4,10
193,1,91,8,6
194,1,92,3,10
195,1,93,7,2
196,1,94,3,7
197,1,95,1,5
198,1,96,6,4
199,1,97,7,5
200,1,98,2,3
201,1,99,2,3
202,1,100,0,2
203,1,101,0,0
204,2,0,11,9
205,2,1,12,15
206,2,2,17,20
207,2,3,126,127
208,2,4,122,118
209,2,5,150,157
210,2,6,148,149
211,2,7,164,138
212,2,8,154,171
213,2,9,156,146
214,2,10,151,141
215,2,11,159,131
216,2,12,147,129
217,2,13,148,142
218,2,14,144,158
219,2,15,149,158
220,2,16,143,133
221,2,17,148,133
222,2,18,142,155
223,2,19,129,132
224,2,20,119,146
225,2,21,149,136
226,2,22,133,138
227,2,23,69,85
228,2,24,87,48
229,2,25,77,85
230,2,26,85,89
231,2,27,98,89
232,2,28,100,90
233,2,29,94,103
234,2,30,97,108
235,2,31,109,81
236,2,32,84,90
237,2,33,93,126
238,2,34,84,117
239,2,35,115,91
240,2,36,102,96
241,2,37,100,98
242,2,38,107,131
243,2,39,110,98
244,2,40,96,118
245,2,41,131,103
246,2,42,96,115
247,2,43,107,104
248,2,44,99,110
249,2,45,113,99
250,2,46,87,98
251,2,47,94,112
252,2,48,107,108
253,2,49,79,104
254,2,50,87,103
255,2,51,81,86
256,2,52,94,94
257,2,53,149,132
258,2,54,115,142
259,2,55,138,123
260,2,56,126,123
261,2,57,120,100
262,2,58,117,100
263,2,59,97,91
264,2,60,89,95
265,2,61,91,86
266,2,62,88,68
267,2,63,90,59
268,2,64,71,71
269,2,65,70,71
270,2,66,67,55
271,2,67,62,71
272,2,68,59,63
273,2,69,58,58
274,2,70,66,46
275,2,71,49,45
276,2,72,57,61
277,2,73,50,57
278,2,74,37,51
279,2,75,37,36
280,2,76,47,42
281,2,77,27,33
282,2,78,31,38
283,2,79,23,24
284,2,80,19,27
285,2,81,16,22
286,2,82,20,23
287,2,83,10,13
288,2,84,19,16
289,2,85,7,11
290,2,86,16,13
291,2,87,12,12
292,2,88,9,5
293,2,89,12,6
294,2,90,6,4
295,2,91,2,8
296,2,92,4,4
297,2,93,2,7
298,2,94,7,2
299,2,95,2,5
300,2,96,1,3
301,2,97,6,4
302,2,98,5,4
303,2,99,2,1
304,2,100,1,3
305,2,101,0,0
306,3,0,18,11
307,3,1,11,9
308,3,2,12,15
309,3,3,17,20
310,3,4,126,127
311,3,5,122,118
312,3,6,150,157
313,3,7,147,149
314,3,8,164,137
315,3,9,154,171
316,3,10,156,146
317,3,11,150,141
318,3,12,159,131
319,3,13,147,129
320,3,14,148,142
321,3,15,144,158
322,3,16,149,158
323,3,17,142,133
324,3,18,148,133
325,3,19,142,155
326,3,20,129,132
327,3,21,119,146
328,3,22,149,136
329,3,23,133,138
330,3,24,69,85
331,3,25,87,48
332,3,26,77,85
333,3,27,85,88
334,3,28,98,89
335,3,29,100,90
336,3,30,94,103
337,3,31,97,108
338,3,32,109,81
339,3,33,84,90
340,3,34,93,126
341,3,35,84,117
342,3,36,115,91
343,3,37,102,95
344,3,38,100,97
345,3,39,107,131
346,3,40,110,98
347,3,41,96,118
348,3,42,131,103
349,3,43,96,115
350,3,44,107,104
351,3,45,98,110
352,3,46,113,99
353,3,47,85,98
354,3,48,93,112
355,3,49,107,108
356,3,50,79,104
357,3,51,87,102
358,3,52,79,86
359,3,53,93,94
360,3,54,149,132
361,3,55,114,140
362,3,56,138,120
363,3,57,126,123
364,3,58,120,99
365,3,59,117,100
366,3,60,91,89
367,3,61,89,94
368,3,62,88,83
369,3,63,86,67
370,3,64,88,58
371,3,65,70,71
372,3,66,68,70
373,3,67,63,53
374,3,68,59,67
375,3,69,57,63
376,3,70,57,58
377,3,71,65,44
378,3,72,49,44
379,3,73,56,59
380,3,74,46,57
381,3,75,36,50
382,3,76,35,35
383,3,77,46,41
384,3,78,26,33
385,3,79,29,36
386,3,80,22,23
387,3,81,15,23
388,3,82,14,20
389,3,83,18,22
390,3,84,8,13
391,3,85,16,13
392,3,86,7,11
393,3,87,14,11
394,3,88,10,12
395,3,89,8,4
396,3,90,11,5
397,3,91,5,4
398,3,92,2,7
399,3,93,3,3
400,3,94,2,5
401,3,95,7,2
402,3,96,2,3
403,3,97,0,3
404,3,98,5,4
405,3,99,4,2
406,3,100,2,1
407,3,101,0,0
408,4,0,7,10
409,4,1,18,11
410,4,2,11,9
411,4,3,12,15
412,4,4,17,20
413,4,5,126,127
414,4,6,122,118
415,4,7,150,157
416,4,8,147,149
417,4,9,164,137
418,4,10,154,171
419,4,11,156,146
420,4,12,150,141
421,4,13,159,131
422,4,14,147,129
423,4,15,147,141
424,4,16,144,158
425,4,17,149,158
426,4,18,142,133
427,4,19,148,132
428,4,20,142,155
429,4,21,129,132
430,4,22,119,146
431,4,23,149,136
432,4,24,133,138
433,4,25,69,85
434,4,26,87,48
435,4,27,77,85
436,4,28,85,87
437,4,29,98,89
438,4,30,100,89
439,4,31,94,103
440,4,32,95,108
441,4,33,109,81
442,4,34,84,90
443,4,35,93,126
444,4,36,83,117
445,4,37,115,91
446,4,38,102,95
447,4,39,99,96
448,4,40,106,131
449,4,41,109,98
450,4,42,96,118
451,4,43,131,103
452,4,44,96,115
453,4,45,107,104
