ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16284,59,143,0
1,1,365,16197,47,134,0
2,2,730,16121,50,126,0
3,3,1095,16027,47,141,0
4,4,1460,15926,48,149,0
5,5,1825,15842,59,143,0
6,6,2190,15734,47,155,0
7,7,2555,15639,58,153,0
8,8,2920,15547,58,150,0
9,9,3285,15456,54,145,0
10,10,3650,15359,57,154,0
11,11,4015,15249,61,171,0
12,12,4380,15157,61,153,0
13,13,4745,15057,59,159,0
14,14,5110,14953,61,165,0
15,15,5475,14865,69,157,0
16,16,5840,14745,48,168,0
17,17,6205,14660,77,162,0
18,18,6570,14569,75,166,0
19,19,6935,14468,88,189,0
20,20,7300,14363,87,192,0
