ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,57,149,0
1,1,365,16194,58,139,0
2,2,730,16130,84,148,0
3,3,1095,16096,98,132,0
4,4,1460,16066,110,140,0
5,5,1825,16036,111,141,0
6,6,2190,16008,106,134,0
7,7,2555,15991,129,146,0
8,8,2920,15978,133,146,0
9,9,3285,15944,116,150,0
10,10,3650,15915,132,161,0
11,11,4015,15894,138,159,0
12,12,4380,15900,156,150,0
13,13,4745,15901,143,142,0
14,14,5110,15860,134,175,0
15,15,5475,15839,144,165,0
16,16,5840,15811,170,198,0
17,17,6205,15805,168,174,0
18,18,6570,15808,177,174,0
19,19,6935,15759,131,180,0
20,20,7300,15729,158,188,0
