ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,69,133,0
1,1,365,16222,81,162,0
2,2,730,16153,71,140,0
3,3,1095,16104,76,125,0
4,4,1460,16036,86,154,0
5,5,1825,15973,99,162,0
6,6,2190,15895,81,159,0
7,7,2555,15845,92,142,0
8,8,2920,15795,109,159,0
9,9,3285,15761,109,143,0
10,10,3650,15718,112,155,0
11,11,4015,15646,112,184,0
12,12,4380,15595,100,151,0
13,13,4745,15578,128,145,0
14,14,5110,15555,131,154,0
15,15,5475,15521,136,170,0
16,16,5840,15473,119,167,0
17,17,6205,15416,130,187,0
18,18,6570,15373,137,180,0
19,19,6935,15332,125,166,0
20,20,7300,15280,133,185,0
