ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,61,152,0
1,1,365,16202,72,147,0
2,2,730,16116,55,141,0
3,3,1095,16032,67,151,0
4,4,1460,15973,70,129,0
5,5,1825,15909,69,133,0
6,6,2190,15832,65,142,0
7,7,2555,15752,73,153,0
8,8,2920,15685,64,131,0
9,9,3285,15614,87,158,0
10,10,3650,15543,74,145,0
11,11,4015,15477,82,148,0
12,12,4380,15431,101,147,0
13,13,4745,15379,94,146,0
14,14,5110,15322,90,147,0
15,15,5475,15241,96,177,0
16,16,5840,15128,92,205,0
17,17,6205,15071,104,161,0
18,18,6570,14990,104,185,0
19,19,6935,14891,83,182,0
20,20,7300,14828,94,157,0
