ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16182,68,150,0
2,2,730,16113,77,146,0
3,3,1095,16046,81,148,0
4,4,1460,15994,80,132,0
5,5,1825,15963,88,119,0
6,6,2190,15937,102,128,0
7,7,2555,15852,82,167,0
8,8,2920,15797,90,145,0
9,9,3285,15738,106,165,0
10,10,3650,15668,89,159,0
11,11,4015,15637,115,146,0
12,12,4380,15558,94,173,0
13,13,4745,15515,112,155,0
14,14,5110,15464,120,171,0
15,15,5475,15413,126,177,0
16,16,5840,15341,112,184,0
17,17,6205,15316,138,163,0
18,18,6570,15271,130,175,0
19,19,6935,15226,122,167,0
20,20,7300,15182,125,169,0
