ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,67,156,0
1,1,365,16222,67,125,0
2,2,730,16155,75,142,0
3,3,1095,16106,93,142,0
4,4,1460,16049,82,139,0
5,5,1825,15967,74,156,0
6,6,2190,15904,91,154,0
7,7,2555,15845,88,147,0
8,8,2920,15787,89,147,0
9,9,3285,15721,92,158,0
10,10,3650,15701,103,123,0
11,11,4015,15639,107,169,0
12,12,4380,15587,104,156,0
13,13,4745,15558,109,138,0
14,14,5110,15515,128,171,0
15,15,5475,15431,113,197,0
16,16,5840,15380,121,172,0
17,17,6205,15312,114,182,0
18,18,6570,15236,108,184,0
19,19,6935,15189,132,179,0
20,20,7300,15145,142,186,0
