ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,63,134,0
1,1,365,16192,52,156,0
2,2,730,16122,56,126,0
3,3,1095,16040,52,134,0
4,4,1460,15962,52,130,0
5,5,1825,15854,51,159,0
6,6,2190,15752,47,149,0
7,7,2555,15626,34,160,0
8,8,2920,15523,31,134,0
9,9,3285,15383,24,164,0
10,10,3650,15267,27,143,0
11,11,4015,15132,25,160,0
12,12,4380,14999,23,156,0
13,13,4745,14856,15,158,0
14,14,5110,14705,13,164,0
15,15,5475,14552,23,176,0
16,16,5840,14381,15,186,0
17,17,6205,14204,8,185,0
18,18,6570,14032,8,180,0
19,19,6935,13840,6,198,0
20,20,7300,13664,8,184,0
