ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,53,147,0
1,1,365,16197,67,144,0
2,2,730,16124,64,137,0
3,3,1095,16019,49,154,0
4,4,1460,15920,59,158,0
5,5,1825,15851,73,142,0
6,6,2190,15782,63,132,0
7,7,2555,15698,60,144,0
8,8,2920,15629,79,148,0
9,9,3285,15548,75,156,0
10,10,3650,15497,89,140,0
11,11,4015,15428,71,140,0
12,12,4380,15362,93,159,0
13,13,4745,15272,81,171,0
14,14,5110,15203,87,156,0
15,15,5475,15134,99,168,0
16,16,5840,15038,95,191,0
17,17,6205,14959,85,164,0
18,18,6570,14902,103,160,0
19,19,6935,14819,107,190,0
20,20,7300,14779,129,169,0
