ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16250,44,162,0
1,1,365,16192,68,126,0
2,2,730,16130,71,133,0
3,3,1095,16040,71,161,0
4,4,1460,15970,70,140,0
5,5,1825,15934,87,123,0
6,6,2190,15900,98,132,0
7,7,2555,15874,104,130,0
8,8,2920,15836,109,147,0
9,9,3285,15801,109,144,0
10,10,3650,15761,120,160,0
11,11,4015,15720,114,155,0
12,12,4380,15698,139,161,0
13,13,4745,15667,134,165,0
14,14,5110,15601,130,196,0
15,15,5475,15577,147,171,0
16,16,5840,15568,146,155,0
17,17,6205,15531,151,188,0
18,18,6570,15515,164,180,0
19,19,6935,15498,140,157,0
20,20,7300,15474,155,179,0
