ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16201,64,144,0
2,2,730,16107,67,161,0
3,3,1095,16012,81,176,0
4,4,1460,15936,65,141,0
5,5,1825,15925,101,112,0
6,6,2190,15853,82,154,0
7,7,2555,15785,98,166,0
8,8,2920,15721,87,151,0
9,9,3285,15681,116,156,0
10,10,3650,15638,108,151,0
11,11,4015,15580,91,149,0
12,12,4380,15510,90,160,0
13,13,4745,15483,119,146,0
14,14,5110,15419,115,179,0
15,15,5475,15344,117,192,0
16,16,5840,15301,119,162,0
17,17,6205,15241,124,184,0
18,18,6570,15195,129,175,0
19,19,6935,15164,135,166,0
20,20,7300,15117,127,174,0
