ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,59,144,0
1,1,365,16184,54,152,0
2,2,730,16089,67,162,0
3,3,1095,16002,50,137,0
4,4,1460,15891,57,168,0
5,5,1825,15797,52,146,0
6,6,2190,15707,65,155,0
7,7,2555,15604,57,160,0
8,8,2920,15519,65,150,0
9,9,3285,15423,63,159,0
10,10,3650,15329,57,151,0
11,11,4015,15215,61,175,0
12,12,4380,15095,63,183,0
13,13,4745,14995,65,165,0
14,14,5110,14916,67,146,0
15,15,5475,14821,80,175,0
16,16,5840,14683,72,210,0
17,17,6205,14588,83,178,0
18,18,6570,14496,85,177,0
19,19,6935,14374,74,196,0
20,20,7300,14259,77,192,0
