ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16295,62,134,0
1,1,365,16231,71,135,0
2,2,730,16138,55,148,0
3,3,1095,16084,81,135,0
4,4,1460,16011,74,147,0
5,5,1825,15949,84,146,0
6,6,2190,15869,79,159,0
7,7,2555,15836,106,139,0
8,8,2920,15770,87,153,0
9,9,3285,15721,94,143,0
10,10,3650,15659,90,152,0
11,11,4015,15618,122,163,0
12,12,4380,15542,99,175,0
13,13,4745,15465,102,179,0
14,14,5110,15423,127,169,0
15,15,5475,15354,112,181,0
16,16,5840,15309,131,176,0
17,17,6205,15238,120,191,0
18,18,6570,15172,125,191,0
19,19,6935,15125,141,188,0
20,20,7300,15065,146,206,0
