ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16218,73,136,0
2,2,730,16151,71,138,0
3,3,1095,16066,64,149,0
4,4,1460,15974,68,160,0
5,5,1825,15888,71,157,0
6,6,2190,15851,81,118,0
7,7,2555,15803,101,149,0
8,8,2920,15742,82,143,0
9,9,3285,15664,88,166,0
10,10,3650,15628,107,143,0
11,11,4015,15566,104,166,0
12,12,4380,15515,116,167,0
13,13,4745,15461,114,168,0
14,14,5110,15415,137,183,0
15,15,5475,15351,98,162,0
16,16,5840,15269,108,190,0
17,17,6205,15216,129,182,0
18,18,6570,15150,110,176,0
19,19,6935,15103,119,166,0
20,20,7300,15061,133,175,0
