ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16211,73,136,0
2,2,730,16124,66,153,0
3,3,1095,16057,79,146,0
4,4,1460,15994,97,160,0
5,5,1825,15933,75,136,0
6,6,2190,15859,74,148,0
7,7,2555,15817,93,135,0
8,8,2920,15787,103,133,0
9,9,3285,15724,94,157,0
10,10,3650,15674,90,140,0
11,11,4015,15627,97,144,0
12,12,4380,15571,106,162,0
13,13,4745,15517,111,165,0
14,14,5110,15453,104,168,0
15,15,5475,15410,123,166,0
16,16,5840,15379,136,167,0
17,17,6205,15331,110,158,0
18,18,6570,15275,115,171,0
19,19,6935,15220,118,173,0
20,20,7300,15124,110,206,0
