ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,53,143,0
1,1,365,16201,53,129,0
2,2,730,16120,88,169,0
3,3,1095,16059,78,139,0
4,4,1460,15985,71,145,0
5,5,1825,15912,69,142,0
6,6,2190,15826,84,170,0
7,7,2555,15764,78,140,0
8,8,2920,15692,91,163,0
9,9,3285,15602,79,169,0
10,10,3650,15539,89,152,0
11,11,4015,15479,84,144,0
12,12,4380,15434,110,155,0
13,13,4745,15362,110,182,0
14,14,5110,15287,98,173,0
15,15,5475,15200,98,185,0
16,16,5840,15163,132,169,0
17,17,6205,15112,110,161,0
18,18,6570,15025,123,210,0
19,19,6935,14941,117,201,0
20,20,7300,14878,114,177,0
