ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16286,51,133,0
1,1,365,16185,47,148,0
2,2,730,16113,69,141,0
3,3,1095,16033,68,148,0
4,4,1460,15953,76,156,0
5,5,1825,15882,83,154,0
6,6,2190,15830,80,132,0
7,7,2555,15781,98,147,0
8,8,2920,15718,95,158,0
9,9,3285,15666,101,153,0
10,10,3650,15610,104,160,0
11,11,4015,15552,123,181,0
12,12,4380,15510,118,160,0
13,13,4745,15488,117,139,0
14,14,5110,15433,109,164,0
15,15,5475,15375,122,180,0
16,16,5840,15297,106,184,0
17,17,6205,15250,141,188,0
18,18,6570,15229,142,163,0
19,19,6935,15171,136,194,0
20,20,7300,15079,121,213,0
