ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16271,51,147,0
1,1,365,16214,77,134,0
2,2,730,16152,80,142,0
3,3,1095,16072,70,150,0
4,4,1460,15995,75,152,0
5,5,1825,15906,92,181,0
6,6,2190,15869,115,152,0
7,7,2555,15835,101,135,0
8,8,2920,15806,108,137,0
9,9,3285,15750,97,153,0
10,10,3650,15722,113,141,0
11,11,4015,15689,112,145,0
12,12,4380,15669,131,151,0
13,13,4745,15623,114,160,0
14,14,5110,15589,131,165,0
15,15,5475,15564,149,174,0
16,16,5840,15530,139,173,0
17,17,6205,15444,120,206,0
18,18,6570,15375,142,211,0
19,19,6935,15302,129,202,0
20,20,7300,15280,163,185,0
