ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16219,65,120,0
2,2,730,16154,77,142,0
3,3,1095,16077,68,145,0
4,4,1460,16022,78,133,0
5,5,1825,15969,102,155,0
6,6,2190,15901,89,157,0
7,7,2555,15844,81,138,0
8,8,2920,15802,108,150,0
9,9,3285,15751,95,146,0
10,10,3650,15710,108,149,0
11,11,4015,15658,95,147,0
12,12,4380,15613,117,162,0
13,13,4745,15554,114,173,0
14,14,5110,15492,116,178,0
15,15,5475,15437,133,188,0
16,16,5840,15401,128,164,0
17,17,6205,15356,120,165,0
18,18,6570,15291,135,200,0
19,19,6935,15224,120,187,0
20,20,7300,15164,127,187,0
