ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16236,77,140,0
2,2,730,16186,91,141,0
3,3,1095,16119,90,157,0
4,4,1460,16063,85,141,0
5,5,1825,16004,84,143,0
6,6,2190,15942,89,151,0
7,7,2555,15903,97,136,0
8,8,2920,15832,81,152,0
9,9,3285,15759,96,169,0
10,10,3650,15692,100,167,0
11,11,4015,15643,114,163,0
12,12,4380,15571,96,168,0
13,13,4745,15527,113,157,0
14,14,5110,15490,116,153,0
15,15,5475,15423,111,178,0
16,16,5840,15352,125,196,0
17,17,6205,15279,125,198,0
18,18,6570,15238,126,167,0
19,19,6935,15179,129,188,0
20,20,7300,15137,132,174,0
