ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,67,138,0
1,1,365,16242,74,130,0
2,2,730,16166,69,145,0
3,3,1095,16091,69,144,0
4,4,1460,16026,78,143,0
5,5,1825,15952,77,151,0
6,6,2190,15883,70,139,0
7,7,2555,15839,106,150,0
8,8,2920,15767,97,169,0
9,9,3285,15709,80,138,0
10,10,3650,15647,90,152,0
11,11,4015,15607,106,146,0
12,12,4380,15546,120,181,0
13,13,4745,15485,116,177,0
14,14,5110,15459,115,141,0
15,15,5475,15409,111,161,0
16,16,5840,15374,129,164,0
17,17,6205,15316,126,184,0
18,18,6570,15265,121,172,0
19,19,6935,15181,106,190,0
20,20,7300,15115,117,183,0
